review	rating
Skulle boka resa och när jag fyllt i alla våra kontaktuppgifter stod det att resan sålt slut och fick erbjudande om samma resa fast mycket dyrare! Blir ingen bokning via dem!!!	1
Vi köpte väldig dyra  ändringsbara biljetter  hos Flightsearch. Nu när vi behöver ändra datum på grund av sjukdom i familjen visar sig att de tar betald för ombokning, exact samma betal som Lufthamsa tar om vi bokar om dikekt hos de.Det vill säga de lurar folk på pengar helt utan skam!Vi fick betala 4500 kr extra för deras ombokningsbara  billjetter typ en onödig försäkring som inte hjälper något! Fy för ohederliga företag som kan lura folk bora sådär! Boka eller köp aldrig din billjett hos Flyghtsearch!OBS: PiraterFlavia-Cesar	1
768 SEK ska ersätta mig och jag har fått bara 110kr .Kan ni inte räkna eller ?Jag har skickat två kvittor  tur och retur extra bagage	1
Världen sämsta flygbolag som jag flugit , man får batala även 20 kilo reseväska som man tror att boka på ingår bagage.De säga att vi ska  ersätta dig när ni kommit hemma. Jag har skickat allt kvitto 20kilo men ingen som ersättar mig ännu och jag har bevis att de lover att betala tillbaka de ersättning  bagage. Jag ska gå vidare .Rekommenderar alla att ni ej ska boka med de.	1
Världen sämsta flygbolag som jag flugit , deras bilijjet är inte biligt man betalar ör även 20 kilo reseväska , de tar service paket utan att lyssna på dig , de har ingen telefonnummer , de ändrar tidererna men du har inte rätt att ändra, de serverar inte mat på flyget ,på retur resan för två kilo extra dem sa du måste betala 90 euro eller kasta ut dina extra saker, de säljer sina biljetter under turkisk airline men dem har sina egna  regler, flightsearch måste skämmas ,  hoppas ni tror på mig	1
LurendrejeriFörsökt boka flera gånger olika tider under 2v tid. Sökt via flygresor.se och då visas billigaste priset från flightsearch. Bokade 4 biljetter och fyllde i alla uppgifter. När man gjort allt o klickar på boka så kommer ett meddelande om att någon annan precis bokat och priset gått upp. Rent struntsnack. Jag valde annat datum till liknande väldigt lågt pris o gjorde om hela bokningen. Återigen lika när man väl gjort hela proceduren. Lurendrejeri att locka med ett pris som inte ens är tänkt att ni skulle sälja biljetter för. Avråder alla att boka här...	1
Jösses, aldrig stött på en sådan oproffisionelt bemötande vid kundservice. Frågade 2 olika frågor vid ett mejl till de och fick ett diffus svar på en av frågorna. Frågade återigen om de kunde besvara båda frågorna och tydligare. Fick då tillbaka ett svar där handläggaren tryckt in "caps lock" och skriver med stora bokstäver och en hel rad med utropstecken och frågar "VAD ÄR DET DU INTE FÖRSTÅR?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"Det gick fort för kundservice att tappa tålamod/humöret? Kändes nästan som man mejlade en arg tonåring.Svar till flightsearch kommentar.Jag skriver inte vad som helst för att jag är anonym och kan gärna hänvisa och låta andra ta del av konversationen med er. Ni skrev att det ingår 2 st bagage vikt 23kg st. Jag frågade då om det var för 1 kabinväska 5kg och en incheckad bagage 23kg, som det normalt brukar vara eller om det var sammanlagt 3 väskor med 2 st incheckade bagage. Då svarade ni "ja precis" vilket jag anser är diffus svar. När jag återigen frågade så svarar ni med stora versaler och en hel rad utropstecken, vilket är oerhört opproffisionelt! Bara att läsa på era kommentarer från missnöjda kunder säger allt, där ni hela tiden har bortförklaringar eller påpekar att kunder ljuger.Svar till flightsearch:Nu är det ni som ljuger, då jag skrev båda mina frågor sammanhängande kl 14:45 och ni svarar "ja precis" kl 14:47. Bilder på mejl konversationen finns på Flightsearch recensioner via Google.Om ni själva anser att ert svar var diffus så kan ni ju inte skriva tillbaka exakt samma svar med stora versaler och en hel rad utropstecken och sedan skriva vad är det som är otydligt!Att ni inte ens förstår eller läser igenom konversationen ordentligt är ju en sak, men att ni blir så upprörda av en fråga som ni svarar diffus på är ju skrämmande...	1
Reseledarna visade sig inte på hela veckan	1
VARNING, DEN SÄMSTA RESEBYRÅN!Vi hittade vägglöss i vårt rum (likaså familjen i rummet jämte) vilket förstörde vårt semester i Canazei. Problemen fortsatte efter att vi kommit hem med utslag och sanering av hela huset. Slopestar skilde ifrån sig och vägrade ersätta oss, inte ens bildbevisen hjälpte. De påstod t.o.m. att vi tagit med oss lössen hemifrån...ALDRIG MER!!!	1
Upassende. Anmäl mig slopestars konkurrens och nyhetsbrev. Det fick mig att vara öppet även tilmeldt alla deras sösterbolag, som nu också från nyhetsbrev från. Sluta det, tak.	1
Ville från början ha ett enkelrum, men fick boka ett dubbelrum med tombäddstillägg, eftersom enkelrummen var slut. När jag skrev ut resedokumenten dagen före avresan, hade företaget ändrat bokninen till enkelrum, utan att informera och _utan att betala tillbaka mellanskillnaden_. Vid kontakt påstod man att priset skulle vara detsamma, vilket var en lögn (skillnaden var över 900 kr), och sade att man skulle återkomma några dagar senare. Guiden på plats påstod att man gjort en ändring i datorsystemet, så att namnet på dubbelrum med tombäddstillägg ändrats. Detta kunde man, efter en titt på hemsidan, också konstatera var en ren lögn. Jag skulle gärna ha tagit ett enkelrum, men då ser jag det som självklart att man får pengarna tillbaka omgående, och inte att man bemöts med lögner för att de ska kunna ta betalt för ett dubbelrum, men ge mig något billigare. Man ska inte behöva bråka för att få det man ärligt betalt för. Verkligen en dålig start på semestern. Aldrig mer Slopestar!Edit (efter att ha läst nedanstående svar): Jag uttryckte mitt missnöje enligt ovan redan i enkäten vid hemkomsten för snart tre månader sedan, men ingen reaktion från Slopestar, förrän ovanstående omdöme publicerades. Då ringde man efter bara några timmar. Tänk om man varit lika alert när jag mailade direkt efter att ha upptäckt felet. I så fall hade problemet varit avklarat långt innan jag reste hemifrån. Slopestar agerade varken snabbt, eller på eget initiativ, när det gällde att säkerställa att jag skulle få det jag bokat eller återbetalning av mellanskillnaden. Uppenbarligen bryr man sig mer om sin egen image än resenärerna.Slopestars förklaring att det fanns en bugg i systemet som tydligen ändrat rumsbenämningen endast på mitt resebevis, och ingen annans, låter inte trovärdig. Särskilt inte som jag i hotellfoajén hörde guiden förklara en omfördelning av rumsplatserna för ett annat sällskap. Förklaringen att man gjort en överbokning och sedan försökte lösa det genom att ge mig ett enkelrum, utan att vilja betala tillbaka mellanskillnaden, är betydligt mer sannolik.	1
Har tidigare – med gott resultat – använt MyPlanet för att planera en skidresa till Kanada.När vi nu skulle åka till Costa Rica hade jag ont om tid och vände mig därför till MyPlanet igen.Det var absolut sista gången jag gjorde det.•	Planeraren i Sverige gjorde ett bra jobb.•	Sedan skedde MyPlanets överlämning till ett skämt till Trip Coordinator på ENCHANTING TRAVELS (lyxresearrangör med vilken MyPlanet samarbetar) i Peru som karaktäriserades av massor med ord (mail) men varken nödvändiga fakta eller proaktiv handling.•	Hade bett Trip Coordinatorn att hålla koll på när det blev möjligt att boka sittplatser med mer benutrymme på flygen, vilket hon inte gjorde.•	Trip Coordinatorn sände mängder av epost om allt möjligt, men inte det väsentliga, såsom detaljinformation om flygen. Den fick jag efterfråga för att erhålla.•	När vår planerade hemresa från Still Havskusten ställdes in p g a en ombyggnad av flygplatsen, fick Trip Coordinatorn via bokningssystemet automatiskt signal om detta men gjorde inget.•	Då jag - efter att till slut ha fått flyginformationen - påtalade att planet var inställt, valde hon att boka oss från huvudstaden, vilket i normalfallet är en bilresa om 6h på Costa Ricas enfiliga och dåligt underhållna vägar.•	Under ju- & nyårshelgerna, som detta handlade om, tog bilresorna genomgående 40% längre tid än Google Maps indikerar, vilket innebar att vi fick lägga runt 20 h extra i bil.•	Vi påtalade för den s k Trip Coordinatorn att det fanns en uppenbar risk för att vi skulle komma att missa planet från huvudstaden till Amsterdam p g a trafiken.•	Vi kollade upp att flygplatsen på Stilla Havskusten (från vilken vi skulle ha åkt enl det förslag vi godkände och betalat för) hade återöppnats den 20/11, d v s en månad innan vi lämnade Sverige.•	Med anledning av trafikläget under jul- & nyårshelgen (som en Trip Coordinator tveklöst borde ha känt till), bad vi henne att boka om till denna flygplats.•	Svaret vi fick tillbaka var att vi skulle åka med två stopp via USA (vilket var en tveksam lösning såväl p g a osäkerhet gällande tid för erhållande av transitvisum, s k ESTA approval som med anledning av ett extra stopp).•	Vi la tiden på att själva hitta flyg till Zürich och sa oss själva kunna boka biljetterna från Zürich till Stockholm och bad Trip Coordinatorn att boka om oss till detta.•	Svaret vi fick var att det skulle kosta oss 853 USD per person.•	Detta skall då läggas till de 335 000 SEK vi redan betalt för en resa mellan 241220 – 250102.•	Under hela tiden som jag försökte få den s k Trip Coordinatorn att förstå att de som arrangör borde stå för ev kostnader då det var hon själv som - genom att inte ha utlovad kontroll på resan - missat följande:(1) att flyget var inställt (2) att lösning hon valt (köra oss tillbaka inte fungerar under jul/nyår p g a lokala trafikförhållanden) (3) att flygplatsen återöppnat och därmed proaktivt återboka oss såsom planerat och godkänt från början var jag även i kontakt med ansvarig för MyPlanet i Sverige som inget kunde göra för de hade sålts till Kilroy Travels under hösten och kunde inte längre se vår bokning…!•	Detta med en lokal Trip Coordinator som sitter i Peru och har noll koll på övriga länder i närheten är helt utan värde.•	Sammanfattningsvis: Läs på nätet och boka själva eller anlita en arrangör som faktiskt tar ansvar för att det blir den bekymmerslösa och välplanerade upplevelse som utlovas.KatarinaDecember 2024	1
Vi valde MyPlanet för att de hade vårt drömhotell på Maldiverna i sitt utbud. Vi bokade och betalade resan många månader innan vi skulle åka. En vecka innan vi skulle åka var vi i direktkontakt med hotellet vi skulle bo på för att boka in en aktivitet. Då visade det sig att MyPlanet bokat hotellet fel månad, medan flygbiljetterna var bokade korrekt datum. Först och främst är det pinsamt att en resebyrå ens gör ett sådant här fel (särskilt eftersom vi betalade 126 000 kronor för resan), de hade dessutom många månader på sig att upptäcka det här felet utan att göra det. Vår trip coordinator (som de skröt om skulle ta hand om allt så vi inte skulle behöva oroa oss) hade dessutom dialog med hotellet gällande aktiviteter vi redan hade bokat. Uselt från deras sida och helt ofattbart att de inte upptäckte det här. Om vi inte själva hade upptäckt det hade vi åkt till Maldiverna och sen inte haft ett hotell att bo på, för hotellet var helt fullbokat. Så när de säger att ni inte behöver oroa er för något och att de tar hand om allt, ta det med en nypa salt. Om ni trots den här recensionen väljer att boka med dem, dubbelkolla med hotellet att bokningen faktiskt blivit av så ni inte också får er drömsemester förstörd. Vi hade drömt om den här resan i över tio år och sparat i många år för den. MyPlanet förstörde den för oss genom sin inkompetens.	1
Ett bolag som har noll koll på vad dom säljer. Åkte till Maldiverna och fick allt annat än vi tänkte oss. Trots ett hutlöst pris.	1
Det gick inte att ändra flygbiljettens plats. Bokningen var låst på något sätt så när de olika flygbolagen skulle försöka boka om den. Hängde sig deras system. Hos flera olika firmor. Jag är besviken eftersom jag ville sitta vid nödutgång och de nu inte kunde ändra det innan på internet eller vid checkin då platserna var slut. På hemresan ringde jag och pratade 1 timme med olika flygbolagen. Även de kunde inte byta plats, jag är besviken. Kommer inte boka biljett via er igen! Vid mailande med er så fick jag ingen hjälp heller. Värdelöst, bättre att köpa biljetten själv via internet, då går det iallafall att ändra i den hos flygbolaget.	1
Mindre än ett dygn efter att jag bokat en nöjesresa fick jag reda på att den personen som skulle få resan i present inte har möjlighet att åka då. Det var då för sent att återkalla bokningen trots att jag sa att jag ville boka en annan resa för pengarna på lämpligare datum.Torbjörn Persson 0704154732	1
Om man betalar för en avbokningstjänst så ska det inte finnas några "om och men" ifall den behöver utnyttjas!	1
Överpris,bokade till dalhalla med hotell och transfer till dalhalla.Bokade vi själva så skulle priset vara ca 1200 kr billigare, så jag tycker att de tar överpris, en marginal på nästan 25%	1
Skulle aldrig rekommendera Nöjesresor om det förutsatta händer! Min pappa fick ett nytt knä några veckor före evenemanget, tog sig fram med kryckor och/eller rullator. Ingen förståelse eller hjälp från Nöjesresor! Skickades till att kontakta arenan, som skickade tillbaka oss till Nöjesresor. Bara deras syn på att bemöta handikappade 2024 får mig att aldrig rekommendera dem!	1
Vilken upplevelse? Jag har ju bara beställt teaterbiljetter och hotellrum!	1
Bokade ett evenemang för en helg, blev fel och ville byta helg men då blev de 200 kr extra per person. Bra man kunde få byta såklart men alldeles för dyrt på ett redan dyrt evenemang.	1
Står att man har avbeställningsskydd men det gick inte att boka bort en natt	1
Försökte avboka 2 pers på min beställning. Hade bokat för 8 pers. Vi hade inte ens fått någon faktura men ändå gick inte detta!!! Anledningen till avbokningen var att det inträffade ett dödsfall.	1
Jag är tacksam av att fått hjälp med mitt återköp av Adam på Nöjesresor. Det händer saker i familjer som att överraska varann. Det hade blivit dubbletter av evenemang. Jag kunde inte först boka av. Men det var skönt att få den hjälpen. Var säker innan man beställer biljetter, ta alltid försäkring, man vet aldrig vad som händer. Tack Adam för hjälpen. Mvh Cathrine	1
Vår föreställning blev inställd och det är sånt som händer, vi fick olika alternativ, vi valde att behålla hotellet då vi fira en 60 åring denna helg, när vi skulle boka nytt datum för föreställningen kunde man enbart boka Hotell+ föreställning känner oss ganska lurade	1
Vårt evenemang blev inställt och vi bokade om till ett annat evenemang, men tyvärr blev min fru sjuk i covid 19, så vi var tvungna att boka av.Det krävs läkarintyg enligt försäkringsbolaget, men det går inte att få om du inte är inlagd på sjukhus.Vi blev blåsta både på evenemang och pengarna.Besviken!	1
Dåligt att inte kunna välja platsplacering vid bokning och betalning. Framgår bara vilken biljettkategori jag köper.Först 14 dagar innan föreställning avslöjades placeringen. Känns lite som att "köpa grisen i säcken" då det handlar om dyra biljetter.	1
Informera om att det enbart fans julbord på hotellet och ingen annan mat. Inte någon stans på stan att köpa mat efter 22.00	1
Svårt att få reda på om hotellet  är bokat eller om jsg behöver göra något mera	1
Riktiga dåliga platser	1
SKULLE FÖRMEDLINGEN KOSTA 1600:- BETALA TILLBAKA MELLANSKILLNAD EFTER EN SKÄLIG BOKNINGSAVGIFT !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	1
Att i reklamen skriva att det inte kostar mer hos Er än att Du själv beställer är ett rent bedrägeri.	1
Ni tar ett överpris på musical och hotellpaket.Om jag hade bokat själv hade vi betalat 600 kr mindre per person.	1
Hej StagePool,Jag vill ge er feedback baserat på mina erfarenheter som kund. Tyvärr har jag inte fått några jobberbjudanden via er tjänst, vilket var en stor besvikelse. Dessutom har jag mottagit flera fakturor trots att jag inte har fått den utlovade servicen. Jag har även upplevt att er kundservice är mycket dålig. Det har varit svårt att få svar på mina frågor och problem har inte blivit lösta på ett tillfredsställande sätt.Jag hoppas att ni tar denna feedback på allvar och förbättrar era tjänster och kundservice för framtida användare.Vänliga hälsningar,Zolzaya ---	1
Lurade både mig och mina vänner!!! Skulle försöka avsluta men som alla innan har skrivit till de o försökt nå de via samtal men ingen svarar! Hittade någon sida som man kan ladda ned ett slags ”papper” som kan få att de skickar tbx pengar eller något!!	1
Lurar. Lurar, och lurar unga personer att klicka på en….Lurar unga personer att klicka på en länk och därmed ingå ett avtal på 6 månader med betalningsskyldighet! Går sedan inte att nå kundtjänst eller att få klarhet i vart man signerat något avtal för att lagligt ingå avtal.. Rekommenderar verkligen inte detta företag och vill varna för deras samtal och säljare!!	1
Bättre och snabbare tillgänglighet från kundservice	1
Jag rekommenderar verkligen inte StagePoolJag blev upp ringd av en säljare och blev liksom på tvingad Abonemang, jag har försökt vid flera tillfällen att avsluta mitt konto men det går inte. Riktiga bedragare och rekommenderas starkt inte, däremot är 90% av deras positiva recensioner falska.Mvh	1
Sökt massvis, lovade en massa men inget händer dyrt bara	1
Väldigt dryg och oseriös säljare som ringde mig och ville få mig att köpa abonnemanget för att det skulle vara det enda sättet att få statistjobbet som att det är väldigt seriöst kvalificerat jobb. Dåligt kundbemötande har aldrig haft värre upplevelse än med denna bolagets kundservice.	1
Köpte premium efter att ha blivit uppringd och LOVAD jobb eftersom ”betaluppgiften skulle slås ut av dem pengar jag tjänade genom appen” vilket inte alls var fallet. Även uppsägning var förvirrande då deras kundservice sida och kontakt inte finns… Dem svarar inte på mail ( fick en kontakt med henne jag pratat med på telefon ) och dem hänvisade mig till nöjesgarantin som inte hade något med det jag skrev om. ( Jag skrev att jag ville säga upp/ avsluta abonemang ) Nu fortsätter dem skicka fakturor även fast vi gjort det klart att mitt konto är uppsagt.	1
Lurar unga personer att klicka på en länk och därmed ingå ett avtal på 6 månader med betalningsskyldighet! Går sedan inte att nå kundtjänst eller att få klarhet i vart man signerat något avtal för att lagligt ingå avtal.. Rekommenderar verkligen inte detta företag och vill varna för deras samtal och säljare!!	1
Suger suger suger kan jag säga betalar i onödan och får inte ens ett jobb. Usch på er!!	1
Skulle verkligen inte rekommendera, blev uppring av en säljare som fick mig att starta ett abonnemang vilket jag egentligen inte ville, sen måste man ju betala för minst 6 månader så kan ju inte säga upp mig nu. Har fått 0 uppdrag och pengar dras varje månad. Trodde man skulle få statist jobb enkelt men nej, mycket missnöjd, när min 6 månaders har gått ut tänker jag inte gå med igen!! Känns orimligt att man ska behöva betala när man inte fått något utav det.	1
Trodde det skulle handla om hur jag skriver cv, att ni ville veta något om mig. Istället är det annonser som läses upp, de som jag kan läsa på er sida.Trodde även det skulle vara en dialog. Måste ha missförstått.	1
Som många andra brev jag uppringd av en säljare som hävdade att jag skulle bli deras nya stjärna och få super mycket jobb i nöjesbranchen, med det lilla kravet att jag måste binda mig till ett 6 månaders avtal med dem för att kunna nyttja deras tjänst.	1
Blev uppringd och påsåld ett abonnemang som säljaren sa går att avsluta om förhinder sker, det gick ej. 6 mån uppsägningstid, känner mig lurad.	1
Fick ett samtal från en ”telefonförsäljare” som presenterade StagePool. Han sa att det var helt gratis i 6 månader utan bindningstid och att jag kunde avsluta när som helst. Han sa att jag var garanterad minst 3-5 jobb i månaden, jag har absolut inte fått något jobb överhuvudtaget och allt är genuint bullshit. Jag godkände villkoren i tron om att det mannen sa stämde. Nu lite senare får jag kontinuerliga meddelanden och ”varningar” om att jag ska betala en stor summa pengar som bara ökar och ökar. Jag har inte skrivit under någon legitimt avtal alls och detta är riktigt vidrigt och fult gjort. Jag har inga ord. Fruktansvärt.	1
Det verkar som att ni tagit bort mitt omdöme så därför lägger jag upp det igen:Min resa med stagepoolMin resa med stagepool. Jag skrev upp mig på gratisversionen av tjänsten då jag några dagar senare får ett samtal från en tjej som säger att hon är min coach på stagepool. Hon berättar att jag inte betalar något och vilka tjänster jag ska få ta del av, bara jag skriver under på en sida med mitt personnummer. Hon är jättetrevlig. Efter ett tag får jag mejl från stagepool där det står att jag inte betalat min faktura. Vilken faktura? Jag läser igenom mejlet där det står att jag tackat ja till att betala för StagePool med autogiro. Det har gått över 14 dagar sedan jag pratade med coachen på företaget och därmed kan jag enligt konsumentlagen inte lägre returnera tjänsten.Värt tillägga är att denna tjänst även har en bindningstid på 6 mån vilket jag ovetandes tackat ja till. Är äntligen fri från denna tjänst då bindningstiden gått ut.Det jag var med om lär vara näst till olagligt. Personen i telefonen talade inte om kostnaden och utlovade gratistjänster. Efter undersökande på hemsidan så var ser jag att de tjänster hon förklarade som gratis/en gåva till mig inom betalningsplanen.	1
Dom ringde och försökte få mig bli medlem, hela samtalet lät som att man pratade med en telefonförsäljare som bara ville ha pengar. När han skickade kontraktet sa han att han skulle ringa upp om någon minut så hinner jag godkänna det under tiden. ( det var som att han inte ville att jag skulle hinna läsa igenom det utan bara godkänna så snabbt som möjligt. Under damtalet sa han att dom var intresserade av just mig men man hörde i bakgrunder hur andra ” telefonsäljare ” använde exakt samma repliker för att över tala andra.	1
Hej jag jag betalalat varje månad 269 kr .Ibland 369 i månad i ett år .Dessutom har jag betalat 269kr för prenumeration .Jag blev besviken att jag har betalat så mycket men fick inte något i gengäld. Jag har skickat cv många ggr men ej fått något jobb.jag känner mig helt besviken. Jag kunde inte ens boka en tid för ta förmån att få gratis makeup i något studio.😪	1
Jag blev lurad av företaget. Kontaktpersonen sa att det är grattis tjänst och hon även föreslog att anteckna för mina barn vilket jag gjorde men jag hade ingen aning om de har bindningstid för sex månader. Jag ångrade direkt efter jag antecknade medlemskap men den avslutade inte direkt och nu betalar jag jätte mycket för mig och barnet varje månad. Det är brutalt att göra så med sådana avtal i sådana tider när allting är så dyrt och man behöver betala dessa avgifter utan någon anledning. Jag använder inte alls Stage pool sedan får jag påminnelse avgift herregud jag har fastnat med detta fusk bolag. Jag är chockad över hur folk kan komma med sådana idéer att lura folk och tjäna pengar på så sätt jag tycker det måste räkna som svart pengar när man lurar folk. Jag måste se hur kan jag anmäla Stage pool och kommer att berätta om dem även på sociala medier 😡😡😡	1
Inga uppdrag bara kostnader	1
Varning!! De lurar folk på pengar med taktiker som liknar något ur en amerikansk långfilm.En kostnadsfri månad är ABSOLUT inte kostnadsfri då man binder sig till 6 månader automatiskt. Säg nej! Tala inte med dem för man behöver heller inte säga ett tydligt ja eller skriva på någonting för att man ska vara bunden.Känns som ett telefonförsäljarföretag från en annan del av världen. Fruktansvärt.	1
Ett företag som tyvärr gör allt för att tjäna pengar istället för att bry sig om sina elever och än att försöka ge en trovärdig utbildning. Många företag som inte samarbetar med Service o co och jag antar att det finns en anledning till detta också. Hade jag kunnat göra om hade jag helt klart valt att gå en annan utbildning för det företaget du vill jobba för då det garanterat ger dig jobb efteråt. Ett pengakåt företag med alldeles för outbildade "lärare" som inte ens jobbat tillräckligt länge i branschen. Känns mer som en sekt än en utbildning, synd. Ni som tänkt välja Service o co, tänk om en gång till. Det finns andra sätt att bli reseledare på utan att punga ut med 2 månadslöner. /Elina	1
Har en gräns på tecken så mellanslag och allt räknas med. När man har skrivit klart cv:t får man read på att man ska betala. 19 kr för sju dagar men det fortsätter att dras pengar efter flera veckor. Känns som ett dåligt uf företag. Hoppas dom fick F!	1
De ljuger om att tjänsten är gratis. Det enda man får gratis är den fulaste CV-mallen där bakgrunden gör ens text omöjlig att läsa. Resten av deras mallar ser halvdana ut och man får inte reda på att resten kostar tills man har spenderat 3 timmar på att skriva sitt CV	1
väldigt vilseledande, det står Gratis men väl när man ska ladda ner skiten så är det inte gratis.	1
Oärligt och vilseledande betalningssystem!Jag är otroligt besviken på CVkungen och deras sätt att hantera betalningar. Jag använde tjänsten tidigare och behövde bara uppdatera mitt CV. På hemsidan står det tydligt att man har en prövotid, och om man avbryter innan den löper ut ska det endast kosta 19 kr. Trots detta drogs hela 340 kr från mitt konto utan någon tydlig varning eller förklaring!Det här känns som en vilseledande affärsmodell som utnyttjar sina kunder. Hade jag vetat att de skulle dra så mycket pengar, hade jag aldrig använt deras tjänst igen. Jag följde deras regler, men blev ändå lurad på pengar. Det är oacceptabelt och jag kräver en förklaring och återbetalning!Jag rekommenderar inte att någon använder den här tjänsten. De lockar in kunder med billiga erbjudanden men gömmer den riktiga kostnaden i finstilt text och otydliga villkor.Tycker också det är intressant hur svårt det är att nå deras kundtjänst. Man har inget nummer att ringa till utan det är kontaktformulär du skickar in. Om detta inte löser sig inom kommande dagarna blir det att anmäla dessa till konsumentverket.	1
Han använd sidan i flera tillfällen och aldrig haft problem men nu om du prenumererar dig för ENDAST 7 dagar då är de oavsett månadsvis…	1
De lurar en att ladda ner ett CV för 19 kr och sedan hamnar man i en premunation. Har förlorat 640 kr för detta.	1
Skulle redigera mitt cv och betalade 19kr via apple pay vilket är ett bra pris! Sedan har jag blivit debiterad 340kr x 2 månader för premium "abonnemang"som jag inte har valt att teckna.	1
Scammers, drog pengar från mitt konto trots att jag avslutat medlemskapet innan prövotidens slut.	1
Att de ska lura folk på det sättet! Det stod att det skulle kosta 19 kr men de har dragit 340 kr för att de har bestämt att jag ska ha en prenumerera utan min godkännande!	1
Under de senaste 13 månaderna har de dragit 340 kr per månad, totalt 4420 kr, för ett konto som avslutades inom 14 dagar och som enligt dem inte existerar. När man försöker avsluta kontot igen via deras webbplats får man meddelandet att det inte finns något konto att avsluta. Företaget är baserat i Nederländerna och drar pengar under namnet Resume.io.CVkungen.se // Imkey BVvan Coothplein 39a4811 ND Breda, NetherlandsRegn.nr. Handelskammaren: 60887737Momsnr: NL854104379B01.	1
Akta er!De tar pengar och vägrar återbetala.Betalade 19kr och sedan 340kr. Bara lurar en.	1
Dom tar pengar och vägrar återbetala. Något som skulle kosta 19 kronor kostade 340 kronor. Massor av meddelanden o bevis så vägrar dom återbetala.	1
ANVÄND EJ!!! DEM SNOR PENGAR IFRÅN ER OCH FÖRSÖKER NI FÅ TILLBAKA DOM SÅ LÅTSAS DOM FÖRST SOM INGENTING O SEN SÅ SLUTAR DOM SVARA!!! LURENDREJERIER!!!	1
Köpte ett CV för 19kr, men vad det inte framgick var att det startades ett premium abbonemang för 340kr i månaden, sjukt oseröst,	1
Sinnesjukt, tog pengar från mig när det stod att en nedladdning av CV kostar 19 kr fick ingen information att jag hade startat abonnemang. De har tagit totalt 650 kr från mitt konto nu! Om jag inte får pengarna tillbaka stämmer jag er!!!	1
Betalade 19 kronor för uppdatering av CV. Helt plötsligt drar det 340 kronor i månaden. Krävs ett detektivarbete för att ta reda på vem som dragit pengarna. Anmält till konsumentombudsmannen.	1
Betalade 19 kronor för uppdatering av CV. Helt plötsligt drar det 340 kronor i månaden. Krävs ett detektivarbete för att ta reda på vem som dragit pengarna. Anmält till konsumentombudsmannen.	1
Råkade tydligen trycka på att testa gratis och såg nu att sk!t sidan dragit 340 kronor från mig varje månad sen i mars. Fick 0 info om detta när pengar drogs och levde på vatten och bröd för att nu se att sk!t sidan åt upp alla pengar. Med det sagt är sidan dålig också, en sida som bara vill ha dina pengar!!	1
Bedrägliga försäljningsmetoder. Därtill att ha MAGE att låta någon designa ett helt CV för att först DÄREFTER meddela att dem vill ha betalt för att man ska kunna ladda ner filen är bland det vidrigaste jag sett inom marknadsföring. Kopierade layouten via ett gratis verktyg och kunde på så vis rädda det hela.	1
Det är inte fel att uppdatera sig nån gång. Helt klart att vi som jobbar inom vården i många år att vi alla behöver en uppdatering i kunskapen inom demens.	1
Företaget spammar (nyhetsbrev) trots att man inte signar upp sig på något eller haft någon kontakt öht med företaget. Känns väldigt oseriöst och borde vara stor varningsklocka!	1
Hej,Jag är djupt besviken över er sida och ert agerande gentemot användare. Det är fullständigt oacceptabelt att ni godkänner användare första dagen och sedan spärrar deras konto utan varning eller anledning andra dagen. Hur kan ni förvänta er att användare ska ge er positiv feedback när ni behandlar dem på det här sättet?Ert agerande är fullständigt oprofessionellt och visar att ni inte bryr er om era användare. Istället för att skapa en positiv och säker upplevelse för alla, verkar ni mer intresserade av att upprätthålla era regler och riktlinjer på ett godtyckligt sätt.Jag kommer inte att ge er någon positiv feedback efter det här och jag kommer att sprida mina negativa erfarenheter till alla jag känner. Ni behöver ta ert ansvar som företag och se till att era användare behandlas på ett respektfullt sätt.	1
Dem specifika svaren till quizen finns inte videoklippen och föreläsaren hoppar väldigt mycket. Samt så stod det ett annat pris när jag köpte kursen, men det var ett högre belopp på fakturan…	1
Ni har redan bett mig betygsätta diploma för flera år sedan, jag har inte sett eller gjort något mer av deras kurser sedan dess	1
Dyr utbildning som inte innehöll något matnyttigt. Man kan ju tydligen inte behålla utbildning speciellt länge. Vilket är en tråkig egenskap.	1
För att jag fått påminnelser typ tre gånger om att ge detta jädra omdöme så får ni 1 stjärna. Enjoy.	1
Det är jättedyrt för så dåliga och långtråkiga kurser. Skulle inte ens logga in om jag fick det gratis.	1
Inte alls tillmötesgående eller hjälpsam.  Otroligt udda sätt att bedriva verksamhet genom att hänga ut kunder på felaktiga grunder.	1
Har varit nöjd med mina tidigare slipningar.Men på tok för krångligt att avsluta abbonemang, fakturor kommer på löpande band fast jag inte vill ha det.Äntligen avslutat, dålig support.Som gjort för att du ska fastna.Update - Så ofta som ni har redigerat erat svar tyder på hur proffesionella ni är.Fått 12 stycken mail ang svar från knivbrev sen i Fredags.Jag berättar om det jag upplevt & även hört av mig till konsumentverket. Allt gott!	1
Skojare hela bunten.  Finns en fb-sida där det hur många som helst som är vansinniga på detta företag. Lurar bla in i premunationer som inga beställt. Ägare nästlade in sig i gruppen men blev utkastad pga av hatiska ord.	1
Mina knivar är inte bra slipade, och det har lett till att jag har 25 % färre	1
